Region,Shortlist,Role,Company,Tier,Tier Score,Location,Salary Band,Employment Type,Date Posted,Job URL,Job Description,Vertical
Midwest,,"Service Desk Technician - Level 1 (Cleveland, OH)",The Salvation Army,A,97,"Cleveland, OH",Not listed,Full-time,2026-09-03,https://www.linkedin.com/jobs/view/service-desk-technician-level-1-cleveland-oh-at-the-salvation-army-4461385599,"The Salvation Army, an international movement, is an evangelical part of the universal Christian Church. Its message is based on the Bible. Its ministry is motivated by the love of God. Its mission is to preach the gospel of Jesus Christ and to meet human needs in His name without discrimination. We are the largest non-governmental provider of social services in America and every year, we help over 30 million Americans overcome poverty, homelessness, addiction, economic hardships, loneliness, a…",it_support
Midwest,,"Service Desk Technician, Level 2 (Cincinnati, OH)",The Salvation Army,A,97,"Cincinnati, OH",Not listed,Full-time,2026-09-03,https://www.linkedin.com/jobs/view/service-desk-technician-level-2-cincinnati-oh-at-the-salvation-army-4461387518,"The Salvation Army, an international movement, is an evangelical part of the universal Christian Church. Its message is based on the Bible. Its ministry is motivated by the love of God. Its mission is to preach the gospel of Jesus Christ and to meet human needs in His name without discrimination. We are the largest non-governmental provider of social services in America and every year, we help over 30 million Americans overcome poverty, homelessness, addiction, economic hardships, loneliness, a…",it_support
Midwest,,Process Technician - Mix 12 Hour Shift C Team,"GOJO, Makers of PURELL",A,97,"Cuyahoga Falls, OH",Not listed,Full-time,2026-09-03,https://www.linkedin.com/jobs/view/process-technician-mix-12-hour-shift-c-team-at-gojo-makers-of-purell-4460646584,"Information about #32812 Process Technician - Mix 12 Hour Shift C Team Work Location: Cuyahoga Falls, OH USA Shift: Shift C For more than 80 years, our company has been powered by people who are energized by helping the world experience greater health and well-being. The positive impact of our PURELL® hand and surface hygiene solutions is driven by our global community of highly collaborative and talented team members who love to learn, innovate, care for each other, and deliver our Purpose of…",semiconductor
Midwest,,Desktop Support Associate Analyst,Raymond James,A,96,"Denver, CO",Not listed,Full-time,2026-09-01,https://www.linkedin.com/jobs/view/desktop-support-associate-analyst-at-raymond-james-4459575047,"Job Description Summary Helps end-users resolve issues with computer hardware or software. Responds to user inquiries, troubleshoots and diagnoses problems and identifies solutions with IT equipment and applications. Job Description This position will follow our hybrid work model, we expect the selected candidate to be in office 3 days a week in our Denver, CO office. Please Note: The initial training period will last one week and will require candidates to be onsite in the office five days a w…",it_support
Midwest,,Recruiting Coordinator,Durham School Services,A,96,"Plainfield, IL",Not listed,Full-time,2026-09-01,https://www.linkedin.com/jobs/view/recruiting-coordinator-at-durham-school-services-4462068899,"Summit School Services companies share a strong commitment to provide the highest level of transportation safety, quality transportation, outstanding customer service and positive employee relations. Our corporate headquarters, located in Warrenville, Illinois, houses the administrative and corporate support functions for the organization. Our 250+ local customer service centers (CSCs) are supported by regional operations teams located throughout North America. Responsibilities Build strong rel…",human_resources
Midwest,,Maintenance Technician,ALPLA Group,A,96,"Kansas City, MO",Not listed,Full-time,2026-09-01,https://www.linkedin.com/jobs/view/maintenance-technician-at-alpla-group-4461587985,"Build a Career, Not Just a Job Join ALPLA, a global leader in sustainable packaging solutions serving some of the world's most recognized brands, including P&G, Unilever, L'Oréal, PepsiCo, and many more. As a family-owned company with locations around the world, ALPLA offers stable careers, hands-on training, competitive benefits, and opportunities for growth. Whether you're an experienced manufacturing professional or looking to start a new career, we provide the support and development you ne…",semiconductor
Midwest,,Maintenance Technician - Nights,PepsiCo,A,93,"Wichita, KS",Not listed,Full-time,2026-08-28,https://www.linkedin.com/jobs/view/maintenance-technician-nights-at-pepsico-4438413617,PBNA $27.45 / hour CLICK HERE to view our Maintenance Mechanic Job Preview Video Compensation can range from $27.45/hour to $38.45/hour based on experience. Position is responsible for repairing and installing production/manufacturing equipment. Inspects equipment for proper functioning and performs preventative maintenance duties per manufacturer's specifications. Diagnoses equipment malfunctions and makes repairs or adjustments as needed. Must have own hand tools. This position requires conti…,semiconductor
Midwest,,Service Desk Analyst,Dealer Tire,B,75,"Cleveland, OH",$22 - $26 USD /hr,Full-time,2026-08-31,https://www.linkedin.com/jobs/view/service-desk-analyst-at-dealer-tire-4461262416,"Who We Are We’re Dealer Tire, a family-owned, international distributor of tires and parts established in 1918 in Cleveland, OH. We’re laser focused on helping the world’s largest and most trusted auto manufacturers grow their tire business—in fact, we’ve sold more than 60 million tires to date. We’re a thriving company, and we’re looking for driven individuals to join our team. That’s where you come in! Base Pay Range $22 - 26/hour As a Service Desk Analyst, your essential job functions will i…",it_support
Midwest,,Data Analyst,MaximaTek,B,68,"Chicago, IL",Not listed,Full-time,2026-09-04,https://www.linkedin.com/jobs/view/data-analyst-at-maximatek-4461285970,"Data Analyst (0–3 Years Experience | Freshers Welcome) Location: Chicago, IL, United States (On-site) Employment Type: Full-time Seniority Level: Entry Level Job Summary We are seeking a detail-oriented and analytical Data Analyst to join our growing team. This role is ideal for recent graduates and professionals with 0–3 years of experience who are passionate about working with data, identifying trends, and supporting business decisions through analytics. As a Data Analyst, you will collect, a…",data_analytics
Midwest,,Logistics Coordinator,Metal Exchange,B,68,"St Louis, MO",Not listed,Full-time,2026-09-04,https://www.linkedin.com/jobs/view/logistics-coordinator-at-metal-exchange-4454801860,"Are you a driven logistics and supply chain professional who enjoys making a difference? Consider joining the Metal Exchange family as a Logistics Coordinator in our Primary Aluminum business unit, based in our St. Louis, MO headquarters. In this role, you will be responsible for negotiating with freight companies, coordinating warehouse releases, and shipping metal products to our valued customers while developing strong relationships with a variety of counterparties. The Logistics Coordinator…",supply_chain
Midwest,,Interior Design Project Coordinator | FF&E Project Coordinator,REDICO,B,67,"Southfield, MI",Not listed,Full-time,2026-09-03,https://www.linkedin.com/jobs/view/interior-design-project-coordinator-ff-e-project-coordinator-at-redico-4463114935,"Interior Design Project Coordinator Location: Southfield, MI (with travel to American House communities as needed) About American House At American House, we are dedicated to creating vibrant, welcoming senior living communities where residents feel at home. We are seeking a highly organized and detail-oriented Interior Design Project Coordinator to support the planning, coordination, and execution of renovation and capital improvement projects across our growing portfolio of senior living comm…",project_management
Midwest,,Project Analyst,Nexus Engineering Group,B,67,"Cleveland, OH",Not listed,Full-time,2026-09-03,https://www.linkedin.com/jobs/view/project-analyst-at-nexus-engineering-group-4462890474,"Nexus is seeking an early-career Project Analyst to join our Project Services team. In this role, you will support project teams by turning cost, schedule, and risk information into accurate, useful reporting and analysis. You will work closely with Project Controls and cross-functional project teams to identify trends and variances, improve data quality, and provide the information leaders need to make informed project decisions. What You'll Do Track project commitments, actuals, forecasts, ac…",project_management
Midwest,,Recruiting Coordinator,Kittle Property Group,B,67,"Indianapolis, IN",Not listed,Full-time,2026-09-03,https://www.linkedin.com/jobs/view/recruiting-coordinator-at-kittle-property-group-4461369976,"EXPECTATION FOR ALL EMPLOYEES Supports the organization's mission and values by exhibiting the following behaviors: excellence and competence, collaboration, innovation, respect and personalization, commitment to our community, and accountability and ownership. Position Summary The Recruiting Coordinator supports the full employee lifecycle with a primary focus on recruiting, hiring, and onboarding. This position partners with recruiters to attract, select, and retain top talent while ensuring…",human_resources
Midwest,,HR Coordinator,Resurrection Medical Center,B,66,"Chicago, IL",Not listed,Full-time,2026-09-01,https://www.linkedin.com/jobs/view/hr-coordinator-at-resurrection-medical-center-4461767793,"Overview Department: Human Resources Schedule: Full-time - Days Facility: Resurrection Medical Center Location: Chicago, IL Responsibilities The HR Coordinator is responsible for the full onboarding cycle, employee status changes, separations, and all HR operational administrative functions. Maintains licensure and certification reports to maintain compliance with all federal, state, and regulatory standards. Processes evaluations and keeps personnel records up to date. Qualifications EDUCATION…",human_resources
Midwest,,HR Coordinator,Pregis,B,66,"Elgin, IL",Not listed,Full-time,2026-09-01,https://www.linkedin.com/jobs/view/hr-coordinator-at-pregis-4462022817,"We're Not Just in the Packaging Business–We're in the ""Wow"" Business Pregis is Hiring! Why Join Pregis? Pregis is in the packaging business to protect what matters. We are committed to providing our customers and employees sustainable growth through purpose-driven innovation and customer-centric packaging solutions. If you are looking for a company that is thriving across various high growth industries and is innovative, customer focused, high integrity, believes in strong teamwork and collabor…",human_resources
Midwest,,Human Resources Coordinator,CEL - Center for Enriched Living,B,65,"Deerfield, IL",Not listed,Full-time,2026-08-31,https://www.linkedin.com/jobs/view/human-resources-coordinator-at-cel-center-for-enriched-living-4460075465,"CEL (Center for Enriched Living) is an independently funded nonprofit that empowers teens, adults, and seniors with intellectual and developmental disabilities to live fully and confidently. Through programs, services, and inclusive education initiatives, CEL equips people to form real friendships, develop essential life skills, and pursue opportunities in work, learning, and community life. Our universally designed building and deeply caring staff create a welcoming environment where people wi…",human_resources
Midwest,,Recruiting Coordinator,Superior Ambulance Service,B,65,"Elmhurst, IL",Not listed,Full-time,2026-08-31,https://www.linkedin.com/jobs/view/recruiting-coordinator-at-superior-ambulance-service-4461290723,"Overview History of the Company: Superior Ambulance Service started in 1959 with one ambulance and today is the largest independent, locally owned, and operated emergency medical services provider in the Midwest. Superior employs more than 4,000 licensed EMT, Paramedics and Nurses, operating a fleet of more than 800 ambulances throughout Illinois, Indiana, Ohio, Michigan, and Wisconsin. Superior also provides Critical Care, helicopter, and fixed wing emergency medical transportation. The Superi…",human_resources
Midwest,,HR Generalist,Oakwood Village,B,62,"Madison, WI",Not listed,Full-time,2026-08-27,https://www.linkedin.com/jobs/view/hr-generalist-at-oakwood-village-4449126785,"MISSION We are Called to serve a thriving community of seniors where they live with dignity, connection and purpose. CORE VALUES Fully embraces a culture of hospitality and teamwork by living the Oakwood Core Values: Compassion: We care deeply about the people we serve and the people we work with on a daily basis. We work together to help one another. Faith: We have a commitment to remain true to the vision and mission of Oakwood. Inclusion: We include everyone. We welcome opinions and strive t…",human_resources
Midwest,,Security Operations Center Analyst,Coalfire Federal,B,61,"Denver, CO",Not listed,Full-time,2026-08-25,https://www.linkedin.com/jobs/view/security-operations-center-analyst-at-coalfire-federal-4459066059,"About Coalfire Coalfire Federal is a market leading cybersecurity consultancy firm that provides independent and tailored advice, assessments, technical testing and a full suite of cyber engineering services to Federal agency customers. Coalfire Federal along with its parent company, Coalfire, has an unparalleled client list with deep customer relationships with leading cloud and technology providers including Amazon, Microsoft, IBM, Google and Oracle and Federal agencies. Coalfire has been a c…",cybersecurity
South,TRUE,EUC Desktop Support Technician (Tier 2) – Mid Level,CACI International Inc,A,117,"Washington, DC","$70,800 - $148,600 USD (annual)",Full-time,2026-09-03,https://www.linkedin.com/jobs/view/euc-desktop-support-technician-tier-2-%E2%80%93-mid-level-at-caci-international-inc-4460738339,"Job Title: EUC Desktop Support Technician (Tier 2) – Mid Level Job Category: Engineering and Technical Support Time Type: Full time Minimum Clearance Required to Start: None Employee Type: Regular Percentage of Travel Required: None Type of Travel: None * * * The Opportunity CACI is seeking professional customer-oriented candidates to join our FEMA OCIO EUC Desktop Support team. They should be able to quickly learn new business processes, troubleshoot system functionality and work independently…",it_support
South,TRUE,Government and Public Sector - Service Delivery Center - Microsoft Technical Business Analyst,EY,A,112,"Alpharetta, GA","$67,000 - $136,800 USD (annual)",Full-time,2026-08-27,https://www.linkedin.com/jobs/view/government-and-public-sector-service-delivery-center-microsoft-technical-business-analyst-at-ey-4448073022,"At EY, we’re all in to shape your future with confidence. We’ll help you succeed in a globally connected powerhouse of diverse teams and take your career wherever you want it to go. Join EY and help to build a better working world. Government and Public Sector – Service Delivery Center – Platforms - Microsoft Senior Technical Business Analyst From strategy to execution, the Government & Public Sector practice of Ernst & Young provides a full range of consulting and audit services to help our Fe…",data_analytics
South,TRUE,Maintenance Technician,International Paper,A,109,"Greensboro, NC",$34 - $38 USD /hr,Full-time,2026-09-05,https://www.linkedin.com/jobs/view/maintenance-technician-at-international-paper-4436379694,"Position Title JOB DESCRIPTION Maintenance Technician Pay Rate $34-38/hr. (based on experience) Category/Shift Hourly Full-Time Physical Location: 4328 Federal Drive Suite 105 Greensboro, NC 27410 RESPONSIBILITIES: General responsibilities include but are not limited to performing preventative and corrective maintenance functions required for plant electrical machinery & equipment. All individuals assigned to the department are to work together in a safe, efficient and effective manner to ensur…",semiconductor
South,TRUE,Data Analyst (Multiple Levels),Noblis,A,106,"McLean, VA","$68,200 - $106,525 USD (annual)",Full-time,2026-09-02,https://www.linkedin.com/jobs/view/data-analyst-multiple-levels-at-noblis-4456733610,"Responsibilities Noblis is seeking Data Analysts to work in dynamic mission-oriented environment within McLean, Virginia. A successful data analyst candidate will be responsible for designing and developing methods and processes to consolidate and analyze structured and unstructured data from diverse sources, including big data environments. This role combines traditional data analysis with advanced analytics capabilities to drive organizational decision-making and business performance. Job Res…",data_analytics
South,TRUE,Maintenance Technician II (3rd Shift),The Coca-Cola Company,A,106,"Atlanta, GA","$72,531 - $88,649 USD (annual)",Full-time,2026-09-02,https://www.linkedin.com/jobs/view/maintenance-technician-ii-3rd-shift-at-the-coca-cola-company-4462154874,"Job Description Position Overview/Summary Our vision is loved brands, done sustainably, for a better shared future. Our manufacturing teams are dedicated to bringing our brands to life and creating value for our customers. It’s an exciting time to work in The Coca-Cola Company’s flagship market. We’re accelerating our momentum as the fastest-growing large consumer goods company in North America by putting people at the heart of our business and everything we do! The primary role of the Maintena…",semiconductor
South,TRUE,Process Technician (Night Crew),First Solar,A,102,"Trinity, AL",$18 - $25 USD /hr,Full-time,2026-08-27,https://www.linkedin.com/jobs/view/process-technician-night-crew-at-first-solar-4451425744,"Job Description First Solar reserves the right to offer you a role most applicable to your experience and skillset. Basic Job Functions: Operate Recycling and Wastewater/UPW processes as per the work instructions. Assist in the installation and qualification of process equipment, troubleshoot day-to-day process/equipment issues, identify and/or implement system improvements that contribute to improved safety, process efficiency, and performance goals. Education/Experience: High School diploma o…",semiconductor
South,TRUE,UI/UX Designer,Cisco,A,100,"Arlington, VA",Not listed,Full-time,2026-09-07,https://www.linkedin.com/jobs/view/ui-ux-designer-at-cisco-4464086802,"The application window is expected to close on: 09/07/2026 Your Impact We are seeking a versatile UX Designer to join our small, dynamic design team in a remote capacity. You will be responsible for architecting and designing intuitive human-AI interaction patterns and developing seamless AI-assisted workflows that improve user efficiency. In this role, you will collaborate with cross-functional teams to deliver AI-native digital experiences, playing a pivotal part in our agile, AI-integrated d…",ux_design
South,TRUE,UI/UX Designer,Cisco,A,100,"Dallas, TX",Not listed,Full-time,2026-09-07,https://www.linkedin.com/jobs/view/ui-ux-designer-at-cisco-4464064921,"The application window is expected to close on: 09/07/2026 Your Impact We are seeking a versatile UX Designer to join our small, dynamic design team in a remote capacity. You will be responsible for architecting and designing intuitive human-AI interaction patterns and developing seamless AI-assisted workflows that improve user efficiency. In this role, you will collaborate with cross-functional teams to deliver AI-native digital experiences, playing a pivotal part in our agile, AI-integrated d…",ux_design
South,,Human Resources Assistant - Business Partners,CHRISTUS Health,A,100,"Santa Fe, NM",Not listed,Full-time,2026-09-07,https://www.linkedin.com/jobs/view/human-resources-assistant-business-partners-at-christus-health-4461863320,"Description Summary: Assist Human Resources with daily activities. Performs a variety of administrative/clerical functions in connection with employment, payroll benefits and human resource processes. Responsibilities Maintains consistency with Administrative and Departmental policies with appropriate behavior, dress, attitude, attendance, confidentiality, professionalism, and reliability. Serves as a Human Resources representative to internal and external customers. Takes initiative and uses p…",human_resources
South,,Process Technician- Injection Molding - 2nd Shift,Hubbell Incorporated,A,98,"Rocky Mount, NC",Not listed,Full-time,2026-09-04,https://www.linkedin.com/jobs/view/process-technician-injection-molding-2nd-shift-at-hubbell-incorporated-4443943479,"Job Overview The Injection Molding Process Technician is a key member of the manufacturing team responsible for optimizing, troubleshooting and maintaining injection molding processes to ensure high-quality production, efficiency and minimizing downtime. This hands-on technical role focuses on process setup, parameter optimization, mold and material handling, and continuous improvement initiatives in a fast-paced plastics manufacturing operation. You will work closely with production operators,…",semiconductor
South,,Maintenance Technician I,QXO,A,98,"Fayetteville, NC",Not listed,Full-time,2026-09-04,https://www.linkedin.com/jobs/view/maintenance-technician-i-at-qxo-4453682196,"QXO is a leading distributor and installer of building products serving an $800 billion market. The company’s mission is to modernize the building products industry through advanced technology and a best-in-class customer experience. QXO is North America’s largest distributor and installer of insulation, the second-largest distributor of roofing products, the second-largest publicly traded distributor of lumber and building materials, and the largest distributor of waterproofing products. The c…",semiconductor
South,,IT Service Desk Support Specialist,HCA Healthcare,A,97,"Nashville, TN",Not listed,Full-time,2026-09-03,https://www.linkedin.com/jobs/view/it-service-desk-support-specialist-at-hca-healthcare-4462861101,"This Work from Home position requires that you live and will perform the duties of the position; within 60 miles of an HCA Healthcare Hospital (Our hospitals are located in the following states: FL, GA, ID, KS, KY, MO, NV, NH, NC, SC, TN, TX, UT, VA). Do you have the career opportunities as an IT Service Desk Support Specialist you want with your current employer? We have an exciting opportunity for you to join Parallon which is part of the nation's leading provider of healthcare services, HCA…",it_support
South,,Security Operations Analyst,Esri,A,97,"Vienna, VA",Not listed,Full-time,2026-09-03,https://www.linkedin.com/jobs/view/security-operations-analyst-at-esri-4462896463,"Overview The Enterprise Security Analyst II is a hands-on Security Operations Center (SOC) role responsible for monitoring alerts, investigating security events, supporting incident response, and improving security operations. This role also applies cyber threat intelligence and threat hunting practices to add context to investigations, identify emerging threats, and strengthen detection and response capabilities. Primary schedule is business hours, Monday through Friday. Participation in an af…",data_analytics
South,,HR Coordinator,Amcor,A,97,"Lewisburg, TN",Not listed,Full-time,2026-09-03,https://www.linkedin.com/jobs/view/hr-coordinator-at-amcor-4463132500,"Accelerate the possible by joining a winning Amcor team that’s transforming the packaging industry and improving lives around the world. At Amcor, we unpack possibility through our innovative and responsible packaging to provide solutions that benefit our customers, our people and our planet. More than 10,000 consumers worldwide encounter our products every second and rely on us for safe access to food, medicine and other goods. We value their trust by making safety our guiding principle. It’s…",human_resources
South,,Logistics Coordinator,Tarkett,A,97,"Adairsville, GA",Not listed,Full-time,2026-09-03,https://www.linkedin.com/jobs/view/logistics-coordinator-at-tarkett-4462740080,"Champion Your Future with Tarkett Sports and Tarkett Sports Indoor. Build your career with a world leader in sports construction and surfacing. We are seeking a Logistics Coordinator to support our team at Tarkett Sports Indoor , a leader in sports and fitness flooring solutions, offering premium surfaces for gymnasiums, weight rooms, fitness studios, multipurpose spaces, and more. With a commitment to sustainability and customer-centric design, Tarkett Sports Indoor delivers solutions that mee…",supply_chain
South,,Process Technician,Amcor,A,97,"Sarasota, FL",Not listed,Full-time,2026-09-03,https://www.linkedin.com/jobs/view/process-technician-at-amcor-4463131700,"Job Description PURPOSE Maintain and operate material system, extruders, rollstand, thermoformer, grinder, and Air-Vey system. ESSENTIAL DUTIES AND RESPONSIBILITIES, including but not limited to: Ensure personal safety and the safety of fellow employees. Ensure proper production rates and part quality with minimal scrap. Pull samples for QA testing as requested. Adjust process parameters on equipment as necessary to correct quality concerns. Ability to operate all equipment from material system…",semiconductor
South,,Operations Analyst,BlueCross BlueShield of South Carolina,A,97,"Columbia, SC",Not listed,Full-time,2026-09-03,https://www.linkedin.com/jobs/view/operations-analyst-at-bluecross-blueshield-of-south-carolina-4462865625,"Summary Under general supervision, analyzes proposed policies, procedures, forms, and reports. Recommends operational improvement through standardization, simplification, discontinuance and other methods. Recommends installations of new systems/procedures. Reviews organizational functions and structure to avoid overlapping or duplication. May provide security administration to application supported by area when the appropriate written and approved request is received. Description Location: This…",data_analytics
South,,IT Service Desk Agent,"Morgan & Morgan, P.A.",A,96,"Tampa, FL",Not listed,Full-time,2026-09-02,https://www.linkedin.com/jobs/view/it-service-desk-agent-at-morgan-morgan-p-a-4459948881,"At Morgan & Morgan, the work we do matters. For millions of Americans, we’re their last line of defense against insurance companies, large corporations or defective goods. From attorneys in all 50 states, to client support staff, creative marketing to operations teams, every member of our firm has a key role to play in the winning fight for consumer rights. Our over 6,000 employees are all united by one mission: For the People. Job Title: IT Service Desk Agent Location: Tampa, FL Job Type: Full…",it_support
South,,Help Desk Administrator,Leidos,A,96,"Orlando, FL",Not listed,Full-time,2026-09-02,https://www.linkedin.com/jobs/view/help-desk-administrator-at-leidos-4459986985,"Description Join a team committed to a mission! At Leidos , we deliver innovative solutions through the efforts of our diverse and talented people who are dedicated to our customers’ success. We empower our teams, contribute to our communities, and operate sustainable. Everything we do is built on a commitment to do the right thing for our customers, our people, and our community. Our Mission, Vision, and Values guide the way we do business. Are you ready for your next career challenge? The Def…",it_support
South,,IT Technician,DLA Piper,A,96,"Austin, TX",Not listed,Full-time,2026-09-02,https://www.linkedin.com/jobs/view/it-technician-at-dla-piper-4462436502,"DLA Piper is, at its core, bold, exceptional, collaborative and supportive. Our people are the backbone, heart and soul of our firm. Wherever you are in your professional journey, DLA Piper is a place you can engage in meaningful work and grow your career. Let’s see what we can achieve. Together. Summary This position provides desk-side computer support, including hardware and software assistance, to end users. Location This position is located in our Austin office. Responsibilities Installs st…",it_support
South,,Security Operations Center Analyst,IBM,A,96,"Austin, TX",Not listed,Full-time,2026-09-01,https://www.linkedin.com/jobs/view/security-operations-center-analyst-at-ibm-4459559646,"Introduction The Office of the CISO is responsible for protecting IBM's systems, data, and global operations from cybersecurity threats. Our organization encompasses the full spectrum of cyber defense capabilities, including Threat Detection, Security Operations, Incident Response, Vulnerability Management, Endpoint Security, Product Security, Cloud Security, and Security Engineering. The Security Operations Center (SOC) serves as the front line of IBM's cyber defense mission. Operating 24x7 ac…",cybersecurity
South,,Recruiting Coordinator,Gartner,A,96,"Irving, TX",Not listed,Full-time,2026-09-01,https://www.linkedin.com/jobs/view/recruiting-coordinator-at-gartner-4460244437,"Who are we? At Gartner, Inc. (NYSE:IT), we guide the leaders who shape the world. Our mission relies on expert analysis and bold ideas to deliver actionable, objective business and technology insights, helping enterprise leaders and their teams succeed with their mission-critical priorities. Since our founding in 1979, we’ve grown to 20,000 associates globally who support over 13,000 client enterprises in ~90 countries and territories. We do important, interesting and substantive work that matt…",human_resources
South,,Human Resources Assistant,Kimley-Horn,A,96,"Houston, TX",Not listed,Full-time,2026-09-02,https://www.linkedin.com/jobs/view/human-resources-assistant-at-kimley-horn-4461327422,"Overview Kimley-Horn is looking for a Human Resources (HR) Assistant to join our Houston, Texas (TX) office on their HR team! This is not a remote position. Responsibilities Manage the onboarding and integration tasks including pre-employment paperwork, background checks, and drug tests for new hires. Partner with HR Coordinator or Partner to undergo adjudication process pending results of new hire screenings. Manage I-9 process for new hires, including rectifying tentative non-confirmation res…",human_resources
South,,Material Planning Analyst - 3rd Shift,"GXO Logistics, Inc.",A,96,"Red Oak, TX",Not listed,Full-time,2026-09-01,https://www.linkedin.com/jobs/view/material-planning-analyst-3rd-shift-at-gxo-logistics-inc-4462067793,"Logistics at full potential. At GXO, we’re constantly looking for talented individuals at all levels who can deliver the caliber of service our company requires. You know that a positive work environment creates happy employees, which boosts productivity and dedication. On our team, you’ll have the support to excel at work and the resources to build a career you can be proud of. 3rd Shift, Monday-Friday, 11pm-8am We’re always looking for talented individuals at all levels, who can deliver the c…",supply_chain
South,,Purchasing Analyst,PACCAR,A,96,"Lewisville, TX",Not listed,Full-time,2026-09-01,https://www.linkedin.com/jobs/view/purchasing-analyst-at-paccar-4461531418,"Note to Internal Candidates Direct Managers of internal candidates will receive a system notification if their employee's application is selected for an interview. Company Information PACCAR is a Fortune 500 company established in 1905. PACCAR is a global technology leader in the design, manufacture, and customer support of premium light-, medium- and heavy-duty trucks under the Kenworth, Peterbilt and DAF nameplates and provides customized financial services, information technology and truck p…",supply_chain
